"Name","Party","Parliament","Q_A_Link","ID","Q_asked","Q_answered"
"Jörg Stroedter"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/joerg-stroedter/fragen-antworten?page=0",117493,5,0
"Sven Rissmann"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/sven-rissmann/fragen-antworten?page=0",117555,0,0
"Torsten Koplin"," DIE LINKE","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/torsten-koplin/fragen-antworten?page=0",119412,6,0
"Sebastian Ehlers"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/sebastian-ehlers/fragen-antworten?page=0",122605,0,0
"Markus Kurze"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/markus-kurze/fragen-antworten?page=0",124245,0,0
"Thomas Göddertz"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/thomas-goeddertz/fragen-antworten?page=0",125450,1,0
"Björn Franken"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/bjoern-franken/fragen-antworten?page=0",130108,4,0
"Dagmar Hanses"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dagmar-hanses/fragen-antworten?page=0",130159,12,0
"Markus Wagner"," AfD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/markus-wagner/fragen-antworten?page=0",130546,0,0
"Sebastian Watermeier"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/sebastian-watermeier/fragen-antworten?page=0",130689,0,0
"Horst Arnold"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/horst-arnold/fragen-antworten?page=0",133637,2,0
"Ruth Waldmann"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/ruth-waldmann/fragen-antworten?page=0",133708,0,0
"Manfred Pentz"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/manfred-pentz/fragen-antworten?page=0",135352,0,0
"Yanki Pürsün"," FDP","Hessen","https://www.abgeordnetenwatch.de//profile/yanki-puersuen/fragen-antworten?page=0",135498,0,0
"Dirk Toepffer"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/dirk-toepffer/fragen-antworten?page=0",135970,0,0
"Thomas Keindorf"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/thomas-keindorf/fragen-antworten?page=0",138975,0,0
"Christian Bartelt"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-bartelt/fragen-antworten?page=0",118231,2,0
"Susann Enders"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/susann-enders/fragen-antworten?page=0",122002,0,0
"Christian Brade"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/christian-brade/fragen-antworten?page=0",122502,0,0
"Martin Trefzer"," AfD","Berlin","https://www.abgeordnetenwatch.de//profile/martin-trefzer/fragen-antworten?page=0",123054,0,0
"Claas Rohmeyer"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/claas-rohmeyer/fragen-antworten?page=0",124397,0,0
"Hartmut Bodeit"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/hartmut-bodeit/fragen-antworten?page=0",73329,0,0
"Cindi Tuncel"," DIE LINKE","Bremen","https://www.abgeordnetenwatch.de//profile/cindi-tuncel/fragen-antworten?page=0",73530,1,0
"Karl Lauterbach"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/karl-lauterbach/fragen-antworten?page=0",79215,712,0
"Wolfgang Hellmich"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/wolfgang-hellmich/fragen-antworten?page=0",79301,35,0
"Olaf Kießling"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/olaf-kiessling/fragen-antworten?page=0",97970,0,0
"Konrad Epple"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/konrad-epple/fragen-antworten?page=0",108624,9,0
"Stephen Brauer"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/stephen-brauer/fragen-antworten?page=0",108907,0,0
"Michael Müller"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-mueller-0/fragen-antworten?page=0",117519,17,0
"Dirk Wedel"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dirk-wedel/fragen-antworten?page=0",118319,0,0
"Berivan Aymaz"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/berivan-aymaz/fragen-antworten?page=0",120921,9,0
"Bettina Jarasch"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/bettina-jarasch/fragen-antworten?page=0",122797,3,0
"Melanie Kühnemann-Grunow"," SPD","Berlin","https://www.abgeordnetenwatch.de/profile/melanie-kuehnemann/fragen-antworten?page=0",122932,2,0
"Ersin Nas"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/ersin-nas/fragen-antworten?page=0",123286,3,0
"Franz-Robert Liskow"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/franz-robert-liskow/fragen-antworten?page=0",123510,2,0
"Guido Henke"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/guido-henke/fragen-antworten?page=0",124159,1,0
"Christine Streichert-Clivot"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/christine-streichert-clivot/fragen-antworten?page=0",124897,2,0
"Carsten Löcker"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/carsten-loecker/fragen-antworten?page=0",130133,0,0
"Matthias Goeken"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/matthias-goeken/fragen-antworten?page=0",130251,4,0
"Vanessa Gronemann"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/vanessa-gronemann/fragen-antworten?page=0",159432,0,0
"Olaf Schwaier"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/olaf-schwaier/fragen-antworten?page=0",159569,0,0
"Volker Götz Dringenberg"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/volker-goetz-dringenberg/fragen-antworten?page=0",168286,0,0
"Hans-Jürgen Zickler"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/hans-juergen-zickler/fragen-antworten?page=0",168314,0,0
"Lars Schieske"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/lars-schieske/fragen-antworten?page=0",168672,1,0
"Johannes Funke"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/johannes-funke/fragen-antworten?page=0",168811,3,0
"Julian Barlen"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/julian-barlen/fragen-antworten?page=0",169552,4,0
"Stefan Schard"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/stefan-schard/fragen-antworten?page=0",170175,2,0
"Michael Ludwig"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-ludwig/fragen-antworten?page=0",174048,1,0
"Philipp Fernis"," FDP","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/philipp-fernis/fragen-antworten?page=0",174262,2,0
"Lisa-Marie Jeckel"," FREIE WÄHLER","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/lisa-marie-jeckel/fragen-antworten?page=0",174750,2,0
"Lothar Waehler"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/lothar-waehler/fragen-antworten?page=0",175026,0,0
"Thomas Krüger"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/thomas-krueger-0/fragen-antworten?page=0",175202,2,0
"Martin Behringer"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/martin-behringer/fragen-antworten?page=0",176231,0,0
"Elif Eralp"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/elif-eralp/fragen-antworten?page=0",176626,3,0
"Constanze Oehlrich"," Bündnis 90/Die Grünen","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/constanze-oehlrich/fragen-antworten?page=0",176983,1,0
"Frank Otto Lizureck"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/frank-otto-lizureck/fragen-antworten?page=0",177205,0,0
"Benedikt Falszewski"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/benedikt-falszewski/fragen-antworten?page=0",178402,2,0
"Franz Sodann"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/franz-sodann/fragen-antworten?page=0",31325,4,0
"Jan Timke"," Bürger in Wut","Bremen","https://www.abgeordnetenwatch.de//profile/jan-timke/fragen-antworten?page=0",74148,2,0
"Hermann Gröhe"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/hermann-groehe/fragen-antworten?page=0",78870,6,0
"Sabine Weiss"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/sabine-weiss/fragen-antworten?page=0",78920,3,0
"Mathias Middelberg"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mathias-middelberg/fragen-antworten?page=0",79132,4,0
"Daniel Lindenschmid"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/daniel-lindenschmid/fragen-antworten?page=0",108479,2,0
"Marianne Burkert-Eulitz"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/marianne-burkert-eulitz/fragen-antworten?page=0",117509,2,0
"Daniela Evers"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/daniela-evers/fragen-antworten?page=0",174238,12,0
"Christian Mertens"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/christian-mertens/fragen-antworten?page=0",175009,0,0
"Sven Czekalla"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/sven-czekalla/fragen-antworten?page=0",175211,0,0
"Oda Hassepaß"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/oda-hassepass/fragen-antworten?page=0",176573,5,0
"Thore Stein"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/thore-stein/fragen-antworten?page=0",176919,0,0
"Robert Northoff"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/robert-northoff/fragen-antworten?page=0",177021,1,0
"Jan-Phillip Tadsen"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/jan-phillip-tadsen/fragen-antworten?page=0",177671,0,0
"Rixa Kleinschmit"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/rixa-kleinschmit/fragen-antworten?page=0",178181,0,0
"Ilayda Bostancieri"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ilayda-bostancieri/fragen-antworten?page=0",178492,1,0
"Stefan Löw"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/stefan-loew-0/fragen-antworten?page=0",178992,2,0
"Anne Kura"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/anne-kura/fragen-antworten?page=0",179195,2,0
"Lukas Reinken"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/lukas-reinken/fragen-antworten?page=0",179321,0,0
"Ansgar Schledde"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/ansgar-schledde/fragen-antworten?page=0",179548,1,0
"Selin Ece Arpaz"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/selin-ece-arpaz/fragen-antworten?page=0",179652,0,0
"Patrick Appel"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/patrick-appel/fragen-antworten?page=0",179826,1,0
"Lara Klaes"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/lara-klaes/fragen-antworten?page=0",179877,1,0
"Sebastian Friesinger"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/sebastian-friesinger/fragen-antworten?page=0",180083,0,0
"Anton Rittel"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/anton-rittel/fragen-antworten?page=0",180424,0,0
"Ingo Senftleben"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/ingo-senftleben/fragen-antworten?page=0",30799,3,0
"Kerstin Eckardt"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/kerstin-eckardt/fragen-antworten?page=0",166033,0,0
"Timo Schreyer"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/timo-schreyer/fragen-antworten?page=0",168319,2,0
"Britta Kornmesser"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/britta-kornmesser/fragen-antworten?page=0",168817,4,0
"Tim Wagner"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/tim-wagner/fragen-antworten?page=0",170200,2,0
"Christiane Schenderlein"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/christiane-schenderlein/fragen-antworten?page=0",170325,13,0
"Peter Moskopp"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/peter-moskopp/fragen-antworten?page=0",174094,1,0
"Peter Stuhlfauth"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/peter-stuhlfauth/fragen-antworten?page=0",174995,2,0
"Maximilian Gludau"," FDP","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/maximilian-gludau/fragen-antworten?page=0",175058,0,0
"Olaf Feuerborn"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/olaf-feuerborn/fragen-antworten?page=0",175206,0,0
"Stefan Häntsch"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/stefan-haentsch/fragen-antworten?page=0",176462,1,0
"Matthias Moosdorf"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-moosdorf/fragen-antworten?page=0",176762,4,0
"Michael Noetzel"," DIE LINKE","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/michael-noetzel/fragen-antworten?page=0",177012,1,0
"Jörg Baumann"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/joerg-baumann/fragen-antworten?page=0",177446,0,0
"Alfred Bamberger"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/alfred-bamberger/fragen-antworten?page=0",178157,0,0
"Sandy Meinhardt"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/sandy-meinhardt/fragen-antworten?page=0",178407,1,0
"Florian Schäfer"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/florian-schaefer/fragen-antworten?page=0",178985,4,0
"Alexander Wille"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/alexander-wille/fragen-antworten?page=0",179309,4,0
"Marten Gäde"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/marten-gaede/fragen-antworten?page=0",179438,2,0
"Tim Sültenfuß"," DIE LINKE","Bremen","https://www.abgeordnetenwatch.de//profile/tim-sueltenfuss/fragen-antworten?page=0",179722,1,0
"Stefan Schneider"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/stefan-schneider/fragen-antworten?page=0",179820,0,0
"Kristian Ronneburg"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/kristian-ronneburg/fragen-antworten?page=0",122828,3,0
"Karsten Ludwig Woldeit"," AfD","Berlin","https://www.abgeordnetenwatch.de//profile/karsten-ludwig-woldeit/fragen-antworten?page=0",122995,1,0
"Martin Huber"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/martin-huber/fragen-antworten?page=0",125284,1,0
"Bernd Krückel"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/bernd-krueckel/fragen-antworten?page=0",130102,1,0
"Romina Plonsker"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/romina-plonsker/fragen-antworten?page=0",130363,4,0
"Klaus Kaiser"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/klaus-kaiser/fragen-antworten?page=0",130441,3,0
"Martin Sträßer"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/martin-straesser/fragen-antworten?page=0",130533,6,0
"Rüdiger Scholz"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ruediger-scholz/fragen-antworten?page=0",130686,2,0
"Birte Glißmann"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/birte-glissmann/fragen-antworten?page=0",130830,0,0
"Harald Kühn"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/harald-kuehn/fragen-antworten?page=0",133629,0,0
"Markus Blume"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/markus-blume/fragen-antworten?page=0",133672,1,0
"Christian Lindinger"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/christian-lindinger/fragen-antworten?page=0",133805,0,0
"Daniel May"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/daniel-may/fragen-antworten?page=0",135196,0,0
"Lena Arnoldt"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/lena-arnoldt/fragen-antworten?page=0",135342,1,0
"Turgut Yüksel"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/turgut-yueksel/fragen-antworten?page=0",135468,1,0
"Michael Koller"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/michael-koller/fragen-antworten?page=0",141949,0,0
"Martin Hess"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-hess/fragen-antworten?page=0",145840,8,0
"Susan Sziborra-Seidlitz"," Bündnis 90/Die Grünen","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/susan-sziborra-seidlitz/fragen-antworten?page=0",145935,0,0
"Jens-Christoph Brockmann"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/jens-christoph-brockmann/fragen-antworten?page=0",149388,0,0
"Herbert Reul"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/herbert-reul/fragen-antworten?page=0",28907,18,0
"Thomas De Jesus Fernandes"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/thomas-de-jesus-fernandes/fragen-antworten?page=0",29481,0,0
"Steeven Bretz"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/steeven-bretz/fragen-antworten?page=0",30826,0,0
"Kristy Augustin"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/kristy-augustin/fragen-antworten?page=0",31064,5,0
"Birgit Bessin"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/birgit-bessin/fragen-antworten?page=0",31218,5,0
"Holger Hentschel"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/holger-hentschel/fragen-antworten?page=0",31282,1,0
"Ronald Hande"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/ronald-hande/fragen-antworten?page=0",31579,2,0
"Dirk Bergner"," FDP","Thüringen","https://www.abgeordnetenwatch.de//profile/dirk-bergner/fragen-antworten?page=0",32331,7,0
"Kathrin Dannenberg"," DIE LINKE","Brandenburg","https://www.abgeordnetenwatch.de//profile/kathrin-dannenberg/fragen-antworten?page=0",63849,3,0
"Karin Prien"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/karin-prien/fragen-antworten?page=0",66388,5,0
"Maike Schaefer"," Bündnis 90/Die Grünen","Bremen","https://www.abgeordnetenwatch.de//profile/maike-schaefer/fragen-antworten?page=0",73422,2,0
"Anja Schiemann"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/anja-schiemann/fragen-antworten?page=0",73802,0,0
"Claudia Roth"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/claudia-roth/fragen-antworten?page=0",79041,65,0
"Thomas Rachel"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-rachel/fragen-antworten?page=0",79071,4,0
"Heike Engelhardt"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/heike-engelhardt/fragen-antworten?page=0",108581,10,0
"Gerald Otto"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/gerald-otto/fragen-antworten?page=0",30905,2,0
"Andreas Grutzeck"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/andreas-grutzeck/fragen-antworten?page=0",66369,8,0
"Andre Minne"," Bürger in Wut","Bremen","https://www.abgeordnetenwatch.de//profile/andre-minne/fragen-antworten?page=0",73271,0,0
"Mustafa Güngör"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/mustafa-guengoer/fragen-antworten?page=0",73788,0,0
"Kai Whittaker"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/kai-whittaker/fragen-antworten?page=0",78817,11,0
"Christian von Stetten"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-von-stetten/fragen-antworten?page=0",78939,5,0
"Jens Spahn"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-spahn/fragen-antworten?page=0",78993,121,0
"Manfred Lucha"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/manfred-lucha/fragen-antworten?page=0",108748,33,0
"Ulli Hockenberger"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/ulli-hockenberger/fragen-antworten?page=0",108934,4,0
"Damian Lohr"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/damian-lohr/fragen-antworten?page=0",110158,1,0
"Stephan Lenz"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/stephan-lenz/fragen-antworten?page=0",117551,3,0
"Petra Schneider"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/petra-schneider/fragen-antworten?page=0",174097,1,0
"Jan Scharfenort"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/jan-scharfenort/fragen-antworten?page=0",175005,0,0
"René Barthel"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/rene-barthel/fragen-antworten?page=0",175209,0,0
"Katrin Zschau"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/katrin-zschau/fragen-antworten?page=0",175453,18,0
"Kerstin Brauner"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/kerstin-brauner/fragen-antworten?page=0",176466,1,0
"Enrico Schult"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/enrico-schult/fragen-antworten?page=0",176916,0,0
"Maximilian Ziegler"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/maximilian-ziegler-0/fragen-antworten?page=0",179844,0,0
"Karsten Bletzer"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/karsten-bletzer/fragen-antworten?page=0",179942,1,0
"Thomas Pirner"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/thomas-pirner/fragen-antworten?page=0",180093,1,0
"Sabine Gross"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/sabine-gross/fragen-antworten?page=0",180142,0,0
"Bernhard Heinisch"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/bernhard-heinisch/fragen-antworten?page=0",180401,0,0
"Angela Hohmann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/angela-hohmann/fragen-antworten?page=0",180762,0,0
"Matthias Körner"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/matthias-koerner/fragen-antworten?page=0",29091,0,0
"Patricia Peill"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/patricia-peill/fragen-antworten?page=0",29358,1,0
"Svend-Gunnar Kirmes"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/svend-gunnar-kirmes/fragen-antworten?page=0",30969,2,0
"Volkmar Winkler"," SPD","Sachsen","https://www.abgeordnetenwatch.de//profile/volkmar-winkler/fragen-antworten?page=0",31253,3,0
"Thomas Reich"," AfD","Hamburg","https://www.abgeordnetenwatch.de//profile/thomas-reich/fragen-antworten?page=0",66324,2,0
"Hermann-Josef Scharf"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/hermann-josef-scharf/fragen-antworten?page=0",118741,1,0
"Jens Dietrich"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/jens-dietrich/fragen-antworten?page=0",121128,1,0
"Rainer Albrecht"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/rainer-albrecht/fragen-antworten?page=0",122597,2,0
"Martin Scharf"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/martin-scharf/fragen-antworten?page=0",180404,0,0
"Tobias Utter"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/tobias-utter/fragen-antworten?page=0",28974,2,0
"Barbara Becker"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/barbara-becker/fragen-antworten?page=0",29380,0,0
"Krzysztof Walczak"," AfD","Hamburg","https://www.abgeordnetenwatch.de//profile/krzysztof-walczak/fragen-antworten?page=0",66283,2,0
"Miriam Strunge"," DIE LINKE","Bremen","https://www.abgeordnetenwatch.de//profile/miriam-strunge/fragen-antworten?page=0",73532,1,0
"Dieter Stier"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/dieter-stier/fragen-antworten?page=0",78979,3,0
"Michael Meister"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-meister/fragen-antworten?page=0",79135,4,0
"Ansgar Heveling"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ansgar-heveling/fragen-antworten?page=0",79307,7,0
"August Schuler"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/august-schuler/fragen-antworten?page=0",108408,1,0
"Emil Sänze"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/emil-saenze/fragen-antworten?page=0",108515,0,0
"Pia Schellhammer"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/pia-schellhammer/fragen-antworten?page=0",109954,2,0
"Jan Bollinger"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jan-bollinger/fragen-antworten?page=0",110057,3,0
"Steven Wink"," FDP","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/steven-wink/fragen-antworten?page=0",110273,1,0
"Raed Saleh"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/raed-saleh/fragen-antworten?page=0",117534,9,0
"Oliver Stirböck"," FDP","Hessen","https://www.abgeordnetenwatch.de//profile/oliver-stirboeck/fragen-antworten?page=0",119139,0,0
"Gollaleh Ahmadi"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de/profile/golaleh-ahmadi/fragen-antworten?page=0",122803,2,0
"Alexander Freier-Winterwerb"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/alexander-freier-winterwerb/fragen-antworten?page=0",122933,1,0
"Thomas Diener"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/thomas-diener/fragen-antworten?page=0",123514,4,0
"Gregor Golland"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/gregor-golland/fragen-antworten?page=0",130255,2,0
"Bernhard Hoppe-Biermeyer"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/bernhard-hoppe-biermeyer/fragen-antworten?page=0",130348,0,0
"Rainer Schmeltzer"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/rainer-schmeltzer/fragen-antworten?page=0",130642,3,0
"Harald Schwartz"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/harald-schwartz/fragen-antworten?page=0",132538,0,0
"Eric Beißwenger"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/eric-beisswenger/fragen-antworten?page=0",133607,2,0
