"Name","Party","Parliament","Q_A_Link","ID","Q_asked","Q_answered"
"Susanne Hennig-Wellsow"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/susanne-hennig-wellsow/fragen-antworten?page=0",31605,17,16
"Cornelia Möhring"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/cornelia-moehring/fragen-antworten?page=0",79125,16,16
"Clemens Hoch"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/clemens-hoch/fragen-antworten?page=0",137715,34,16
"Felix Banaszak"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/felix-banaszak/fragen-antworten?page=0",145959,18,16
"Clara Bünger"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/clara-buenger/fragen-antworten?page=0",175334,17,16
"Barbara Benkstein"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/barbara-benkstein/fragen-antworten?page=0",175902,18,16
"Ekkehard Wysocki"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/ekkehard-wysocki/fragen-antworten?page=0",67036,20,16
"Michael Dietmann"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/michael-dietmann/fragen-antworten?page=0",117447,16,16
"Peggy Schierenbeck"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/peggy-schierenbeck/fragen-antworten?page=0",175480,16,16
"Christina-Johanne Schröder"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/christina-johanne-schroeder/fragen-antworten?page=0",145913,16,16
"Johannes Schraps"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/johannes-schraps/fragen-antworten?page=0",29441,16,16
"Robin Mesarosch"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/robin-mesarosch/fragen-antworten?page=0",175521,16,16
"Swantje Michaelsen"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/swantje-michaelsen/fragen-antworten?page=0",145921,17,16
"Ingo Schäfer"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/ingo-schaefer/fragen-antworten?page=0",147327,23,16
"Andreas Mehltretter"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-mehltretter/fragen-antworten?page=0",146838,16,16
"Sebastian Roloff"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sebastian-roloff/fragen-antworten?page=0",146839,16,16
"Sarah Timmann"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/sarah-timmann/fragen-antworten?page=0",173441,16,16
"Heike Brehmer"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/heike-brehmer/fragen-antworten?page=0",79433,16,16
"Heidi Reichinnek"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/heidi-reichinnek/fragen-antworten?page=0",149570,16,16
"Daniel Gerber"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/daniel-gerber/fragen-antworten?page=0",168451,15,15
"Bernd Baumann"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/bernd-baumann/fragen-antworten?page=0",66273,15,15
"Kordula Schulz-Asche"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/kordula-schulz-asche/fragen-antworten?page=0",79004,15,15
"Misbah Khan"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/misbah-khan/fragen-antworten?page=0",146003,15,15
"Valentin Abel"," FDP","Bundestag","https://www.abgeordnetenwatch.de/profile/valentin-christian-abel/fragen-antworten?page=0",146416,19,15
"Fabian Gramling"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/fabian-gramling/fragen-antworten?page=0",108738,15,15
"Tina Winklmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/tina-winklmann/fragen-antworten?page=0",146013,15,15
"Gerrit Huy"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/gerrit-huy/fragen-antworten?page=0",175922,18,15
"Inge Gräßle"," CDU","Bundestag","https://www.abgeordnetenwatch.de/profile/ingeborg-graessle/fragen-antworten?page=0",28896,15,15
"Katrin Budde"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/katrin-budde/fragen-antworten?page=0",124218,15,15
"Kay-Uwe Ziegler"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/kay-uwe-ziegler/fragen-antworten?page=0",145732,15,15
"Dietmar Nietan"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/dietmar-nietan/fragen-antworten?page=0",79111,19,15
"Hans-Ulrich Rülke"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/hans-ulrich-ruelke/fragen-antworten?page=0",108574,15,15
"Gottfried Curio"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/gottfried-curio/fragen-antworten?page=0",141110,16,15
"Isabel Mackensen-Geis"," SPD","Bundestag","https://www.abgeordnetenwatch.de/profile/isabel-mackensen/fragen-antworten?page=0",146837,15,15
"Jan-Niclas Gesenhues"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/jan-niclas-gesenhues/fragen-antworten?page=0",147328,15,15
"Alena Trauschel"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/alena-trauschel/fragen-antworten?page=0",174200,15,15
"Kassem Taher Saleh"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/kassem-taher-saleh/fragen-antworten?page=0",175594,15,15
"Maja Wallstein"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/maja-wallstein/fragen-antworten?page=0",175464,16,15
"Peter Wilhelm Patt"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/peter-wilhelm-patt/fragen-antworten?page=0",30954,15,15
"Christian Görke"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-goerke/fragen-antworten?page=0",132869,20,15
"Carlos Kasper"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carlos-kasper/fragen-antworten?page=0",175408,15,15
"Oliver Kaczmarek"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/oliver-kaczmarek/fragen-antworten?page=0",78859,15,15
"Axel Knoerig"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/axel-knoerig/fragen-antworten?page=0",79239,15,15
"Ulrich Lechte"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrich-lechte/fragen-antworten?page=0",142264,35,15
"Carsten Schneider"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carsten-schneider/fragen-antworten?page=0",79014,39,15
"Robin Wagener"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/robin-wagener/fragen-antworten?page=0",145969,15,15
"Ulrich Lange"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrich-lange/fragen-antworten?page=0",79214,15,15
"Knut Gerschau"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/knut-gerschau/fragen-antworten?page=0",175758,19,15
"Maria-Lena Weiss"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/maria-lena-weiss/fragen-antworten?page=0",175867,15,15
"Wibke Brems"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/wibke-brems/fragen-antworten?page=0",131086,14,14
"Johannes Steiniger"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/johannes-steiniger/fragen-antworten?page=0",78797,14,14
"Anna Kassautzki"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/anna-kassautzki/fragen-antworten?page=0",175398,19,14
"Stephan Jersch"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/stephan-jersch/fragen-antworten?page=0",66562,14,14
"Volker Redder"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/volker-redder/fragen-antworten?page=0",73691,16,14
"Daniel Günther"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/daniel-guenther/fragen-antworten?page=0",130775,36,14
"Thomas Jepsen"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/thomas-jepsen/fragen-antworten?page=0",147592,14,14
"Franziska Kersten"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/franziska-kersten/fragen-antworten?page=0",146793,14,14
"Christian Schreider"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-schreider/fragen-antworten?page=0",175412,14,14
"Mehrdad Mostofizadeh"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/mehrdad-mostofizadeh/fragen-antworten?page=0",119069,17,14
"Victor Perli"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/victor-perli/fragen-antworten?page=0",136366,14,14
"Friedhelm Boginski"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/friedhelm-boginski/fragen-antworten?page=0",177310,14,14
"Daniela Kuge"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/daniela-kuge/fragen-antworten?page=0",33412,14,14
"Patrick Schnieder"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/patrick-schnieder/fragen-antworten?page=0",78836,14,14
"Peter Boehringer"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/peter-boehringer/fragen-antworten?page=0",145817,18,14
"Nadyne Saint-Cast"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/nadyne-saint-cast/fragen-antworten?page=0",174239,14,14
"Florian Oßner"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-ossner/fragen-antworten?page=0",79108,13,13
"Clemens Rostock"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/clemens-rostock/fragen-antworten?page=0",30718,15,13
"Reinhard Brandl"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/reinhard-brandl/fragen-antworten?page=0",79427,15,13
"Patricia Lips"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/patricia-lips/fragen-antworten?page=0",79150,14,13
"Ina Latendorf"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/ina-latendorf/fragen-antworten?page=0",122336,13,13
"Bettina Hoffmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/bettina-hoffmann/fragen-antworten?page=0",135209,13,13
"Markus Rösler"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/markus-roesler/fragen-antworten?page=0",108763,13,13
"Matthias Seestern-Pauly"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-seestern-pauly/fragen-antworten?page=0",120356,15,13
"Marja-Liisa Völlers"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/marja-liisa-voellers/fragen-antworten?page=0",146784,13,13
"Karola Stange"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/karola-stange/fragen-antworten?page=0",31603,13,13
"Thilo Kleibauer"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/thilo-kleibauer/fragen-antworten?page=0",66027,18,13
"David Christopher Stoop"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/david-christopher-stoop/fragen-antworten?page=0",146051,17,13
"Susanne Mittag"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/susanne-mittag/fragen-antworten?page=0",79127,13,13
"Peter Aumer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/peter-aumer/fragen-antworten?page=0",120442,14,14
"Sylvia Lehmann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sylvia-lehmann/fragen-antworten?page=0",133049,13,13
"Anke Frieling"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/anke-frieling/fragen-antworten?page=0",165030,14,13
"Jens Peick"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-peick/fragen-antworten?page=0",175443,13,13
"Daniel Rinkert"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/daniel-rinkert/fragen-antworten?page=0",146806,13,13
"Thomas Hering"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/thomas-hering/fragen-antworten?page=0",159475,13,13
"Wiebke Papenbrock"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/wiebke-papenbrock/fragen-antworten?page=0",175514,16,13
"Tim Achtermeyer"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/tim-achtermeyer/fragen-antworten?page=0",178462,13,13
"Mareike Lotte Wulf"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mareike-lotte-wulf/fragen-antworten?page=0",149653,13,13
"Anette Kramme"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/anette-kramme/fragen-antworten?page=0",79223,13,13
"Natalie Pawlik"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/natalie-pawlik/fragen-antworten?page=0",146824,14,13
"Martin Gassner-Herz"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-gassner-herz/fragen-antworten?page=0",175774,13,13
"Tobias Krull"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/tobias-krull/fragen-antworten?page=0",152753,13,13
"Katja Leikert"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/katja-leikert/fragen-antworten?page=0",78851,13,13
"Sevim Dağdelen"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/sevim-dagdelen/fragen-antworten?page=0",79420,47,13
"Klaus Holetschek"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/klaus-holetschek/fragen-antworten?page=0",133663,15,13
"Martin Diedenhofen"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-diedenhofen/fragen-antworten?page=0",146833,13,13
"Parsa Marvi"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/parsa-marvi/fragen-antworten?page=0",121799,14,13
"Dagmar Andres"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/dagmar-andres/fragen-antworten?page=0",130158,18,12
"Emmi Zeulner"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/emmi-zeulner/fragen-antworten?page=0",78904,12,12
"Katrin Lange"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/katrin-lange/fragen-antworten?page=0",168809,14,12
"Anne-Monika Spallek"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/anne-monika-spallek/fragen-antworten?page=0",175532,13,12
"Michelle Müntefering"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/michelle-muentefering/fragen-antworten?page=0",79118,14,12
"Mike Mohring"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/mike-mohring/fragen-antworten?page=0",31394,17,12
"Hansjörg Durz"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/hansjoerg-durz/fragen-antworten?page=0",79404,12,12
"Florian Müller"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-mueller-0/fragen-antworten?page=0",175894,13,13
"Franziska Hoppermann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/franziska-hoppermann/fragen-antworten?page=0",175851,12,12
"Gero Hocker"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/gero-hocker/fragen-antworten?page=0",135980,12,12
"Carina Konrad"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/carina-konrad/fragen-antworten?page=0",146378,12,12
"Nadine Ruf"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/nadine-ruf/fragen-antworten?page=0",175477,12,12
"Bernhard Braun"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/bernhard-braun/fragen-antworten?page=0",109941,16,12
"Norbert Hackbusch"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/norbert-hackbusch/fragen-antworten?page=0",66558,14,12
"Milan Pein"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/milan-pein/fragen-antworten?page=0",66933,13,12
"Jörg Blöming"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/joerg-bloeming/fragen-antworten?page=0",130409,19,12
"Konrad Stockmeier"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/konrad-stockmeier/fragen-antworten?page=0",175759,12,12
"Michael Gwosdz"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/michael-gwosdz/fragen-antworten?page=0",66478,15,12
"Sabine Böddinghaus"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/sabine-boeddinghaus/fragen-antworten?page=0",66559,16,12
"Maik Außendorf"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/maik-aussendorf/fragen-antworten?page=0",121603,13,12
"Claudia Maicher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/claudia-maicher/fragen-antworten?page=0",30886,12,12
"Dunja Kreiser"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/dunja-kreiser/fragen-antworten?page=0",149682,12,12
"Lina Seitzl"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/lina-seitzl/fragen-antworten?page=0",175519,13,12
"Schahina Gambir"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/schahina-gambir/fragen-antworten?page=0",175645,12,12
"Daniel Köbler"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/daniel-koebler/fragen-antworten?page=0",109970,15,12
"Ralf Witzel"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ralf-witzel/fragen-antworten?page=0",130652,11,11
"Barbara Klepsch"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/barbara-klepsch/fragen-antworten?page=0",168363,20,11
"Karl Bär"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/karl-baer/fragen-antworten?page=0",120205,27,11
"Ulrike Harzer"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrike-harzer/fragen-antworten?page=0",175820,11,11
"Alexander Salomon"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/alexander-salomon/fragen-antworten?page=0",108375,16,11
"Astrid Damerow"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/astrid-damerow/fragen-antworten?page=0",139019,11,11
"Anja Reinalter"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/anja-reinalter/fragen-antworten?page=0",146043,11,11
"Clarissa Herbst"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/clarissa-herbst/fragen-antworten?page=0",173391,11,11
"André Schulze"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/andre-schulze/fragen-antworten?page=0",117579,11,11
"Sabine Jansen"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/sabine-jansen/fragen-antworten?page=0",173394,14,12
"Hardy Lux"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/hardy-lux/fragen-antworten?page=0",168816,13,11
"Nadine Schön"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/nadine-schoen/fragen-antworten?page=0",79011,12,11
"Paul Lehrieder"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/paul-lehrieder/fragen-antworten?page=0",79203,12,11
"Doris Ahnen"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/doris-ahnen/fragen-antworten?page=0",110114,14,12
"Volker Bajus"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/volker-bajus/fragen-antworten?page=0",136368,11,11
"Simone Borchardt"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/simone-borchardt/fragen-antworten?page=0",165049,20,11
"Michael Breilmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-breilmann/fragen-antworten?page=0",145873,11,11
"Michael Kießling"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-kiessling/fragen-antworten?page=0",145902,11,11
"Julia Höller"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/julia-hoeller/fragen-antworten?page=0",178463,11,11
"Marc Henrichmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/marc-henrichmann/fragen-antworten?page=0",145874,12,12
"Laura Wahl"," Bündnis 90/Die Grünen","Thüringen","https://www.abgeordnetenwatch.de//profile/laura-wahl/fragen-antworten?page=0",170242,11,11
"Susanne Schaper"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/susanne-schaper/fragen-antworten?page=0",30979,11,11
"Susanna Kahlefeld"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/susanna-kahlefeld/fragen-antworten?page=0",117456,15,11
"Erhard Grundl"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/erhard-grundl/fragen-antworten?page=0",118494,14,11
"Rebecca Schamber"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/rebecca-schamber/fragen-antworten?page=0",175485,15,11
"Franziska Mascheck"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/franziska-mascheck/fragen-antworten?page=0",175428,12,11
"Matthias Helferich"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-helferich/fragen-antworten?page=0",145751,12,10
"Petra Olschowski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-olschowski/fragen-antworten?page=0",174223,11,10
"Anne Janssen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/anne-janssen/fragen-antworten?page=0",175830,10,10
"Christin Melcher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/christin-melcher/fragen-antworten?page=0",168449,18,10
"Carolin Wagner"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carolin-wagner/fragen-antworten?page=0",175410,15,10
"Manuel Gava"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/manuel-gava/fragen-antworten?page=0",175465,10,10
"Yannick Bury"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/yannick-bury/fragen-antworten?page=0",175892,10,10
"Farid Müller"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/farid-mueller/fragen-antworten?page=0",66533,15,10
"Andrej Hunko"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/andrej-hunko/fragen-antworten?page=0",79281,24,10
"Cornelia Seibeld"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/cornelia-seibeld/fragen-antworten?page=0",117442,11,10
"Laura Kraft"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/laura-kraft/fragen-antworten?page=0",175606,10,10
"Anna Nguyen"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/anna-nguyen/fragen-antworten?page=0",179931,10,10
"Stefanie Seemann"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/stefanie-seemann/fragen-antworten?page=0",108873,10,10
"Jürgen Coße"," SPD","Bundestag","https://www.abgeordnetenwatch.de/profile/jurgen-cosse/fragen-antworten?page=0",121492,12,10
"Stephan Protschka"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/stephan-protschka/fragen-antworten?page=0",121997,10,10
"Henning Rehbaum"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/henning-rehbaum/fragen-antworten?page=0",130301,10,10
"Andreas Winhart"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-winhart/fragen-antworten?page=0",145809,10,10
"Katina Schubert"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/katina-schubert/fragen-antworten?page=0",176655,10,10
"Björn Lüttmann"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/bjoern-luettmann/fragen-antworten?page=0",31112,11,10
"Jürgen Coße"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/jurgen-cosse/fragen-antworten?page=0",121492,12,10
"Katrin Schmidberger"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/katrin-schmidberger/fragen-antworten?page=0",117501,9,9
"Arne Platzbecker"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/arne-platzbecker/fragen-antworten?page=0",66965,13,9
"Martin Reichardt"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-reichardt/fragen-antworten?page=0",150298,10,9
"Ingo Gädechens"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ingo-gaedechens/fragen-antworten?page=0",79362,9,9
"Marcus Bühl"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/marcus-buehl/fragen-antworten?page=0",150299,9,9
"Andreas Stoch"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andreas-stoch/fragen-antworten?page=0",108391,10,9
"Christian Leye"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-leye/fragen-antworten?page=0",130124,15,9
"Torsten Gahler"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/torsten-gahler/fragen-antworten?page=0",168291,15,9
"Albrecht Glaser"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/albrecht-glaser/fragen-antworten?page=0",145767,10,9
"Emily Vontz"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/emily-vontz/fragen-antworten?page=0",179603,11,9
"Marc Schemmel"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/marc-schemmel/fragen-antworten?page=0",67046,9,9
"Axel Schäfer"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/axel-schaefer/fragen-antworten?page=0",79018,12,9
"Thomas Ehrhorn"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-ehrhorn/fragen-antworten?page=0",122027,9,9
"Peter Heidt"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/peter-heidt/fragen-antworten?page=0",135407,13,9
"Ute Leidig"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/ute-leidig/fragen-antworten?page=0",163970,9,9
"Denise Loop"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/denise-loop/fragen-antworten?page=0",175557,9,9
"Stephan Hösl"," FREIE WÄHLER","Sachsen","https://www.abgeordnetenwatch.de//profile/stephan-hoesl/fragen-antworten?page=0",31257,9,9
"Eva Viehoff"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/eva-viehoff/fragen-antworten?page=0",121200,15,9
"Martina Koeppen"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/martina-koeppen/fragen-antworten?page=0",67050,12,8
"Laura Neugebauer"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/laura-neugebauer/fragen-antworten?page=0",176567,8,8
"Andreas Rimkus"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-rimkus/fragen-antworten?page=0",79064,14,8
"Stefan Möller"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/stefan-moeller/fragen-antworten?page=0",97972,9,8
"Matthias Lammert"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/matthias-lammert/fragen-antworten?page=0",110138,9,9
"Lena Saniye Güngör"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/lena-saniye-guengoer/fragen-antworten?page=0",171882,9,8
"Oliver Vogt"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/oliver-vogt/fragen-antworten?page=0",145876,10,8
