Name,Party,Parliament,Profile
"495","Jan-Niclas Gesenhues"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/jan-niclas-gesenhues/fragen-antworten?page=0"
"496","Alena Trauschel"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/alena-trauschel/fragen-antworten?page=0"
"497","Kassem Taher Saleh"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/kassem-taher-saleh/fragen-antworten?page=0"
"498","Maja Wallstein"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/maja-wallstein/fragen-antworten?page=0"
"499","Peter Wilhelm Patt"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/peter-wilhelm-patt/fragen-antworten?page=0"
"500","Christian Görke"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-goerke/fragen-antworten?page=0"
"501","Carlos Kasper"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carlos-kasper/fragen-antworten?page=0"
"502","Oliver Kaczmarek"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/oliver-kaczmarek/fragen-antworten?page=0"
"503","Axel Knoerig"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/axel-knoerig/fragen-antworten?page=0"
"504","Andreas Glück"," FDP","EU-Parlament","https://www.abgeordnetenwatch.de//profile/andreas-glueck/fragen-antworten?page=0"
"505","Daniel Gerber"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/daniel-gerber/fragen-antworten?page=0"
"506","Bernd Baumann"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/bernd-baumann/fragen-antworten?page=0"
"507","Kordula Schulz-Asche"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/kordula-schulz-asche/fragen-antworten?page=0"
"508","Ulrich Lechte"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrich-lechte/fragen-antworten?page=0"
"509","Carsten Schneider"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carsten-schneider/fragen-antworten?page=0"
"510","Robin Wagener"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/robin-wagener/fragen-antworten?page=0"
"511","Ulrich Lange"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrich-lange/fragen-antworten?page=0"
"512","Knut Gerschau"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/knut-gerschau/fragen-antworten?page=0"
"513","Maria-Lena Weiss"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/maria-lena-weiss/fragen-antworten?page=0"
"514","Wibke Brems"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/wibke-brems/fragen-antworten?page=0"
"515","Johannes Steiniger"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/johannes-steiniger/fragen-antworten?page=0"
"516","Anna Kassautzki"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/anna-kassautzki/fragen-antworten?page=0"
"517","Stephan Jersch"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/stephan-jersch/fragen-antworten?page=0"
"518","Volker Redder"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/volker-redder/fragen-antworten?page=0"
"519","Daniel Günther"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/daniel-guenther/fragen-antworten?page=0"
"520","Anna Deparnay-Grunenberg"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/anna-deparnay-grunenberg/fragen-antworten?page=0"
"521","Thomas Jepsen"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/thomas-jepsen/fragen-antworten?page=0"
"522","Franziska Kersten"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/franziska-kersten/fragen-antworten?page=0"
"523","Christian Schreider"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-schreider/fragen-antworten?page=0"
"524","Mehrdad Mostofizadeh"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/mehrdad-mostofizadeh/fragen-antworten?page=0"
"525","Victor Perli"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/victor-perli/fragen-antworten?page=0"
"526","Friedhelm Boginski"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/friedhelm-boginski/fragen-antworten?page=0"
"527","Daniela Kuge"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/daniela-kuge/fragen-antworten?page=0"
"528","Patrick Schnieder"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/patrick-schnieder/fragen-antworten?page=0"
"529","Peter Boehringer"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/peter-boehringer/fragen-antworten?page=0"
"530","Wibke Brems"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/wibke-brems/fragen-antworten?page=0"
"531","Johannes Steiniger"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/johannes-steiniger/fragen-antworten?page=0"
"532","Anna Kassautzki"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/anna-kassautzki/fragen-antworten?page=0"
"533","Stephan Jersch"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/stephan-jersch/fragen-antworten?page=0"
"534","Volker Redder"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/volker-redder/fragen-antworten?page=0"
"535","Daniel Günther"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/daniel-guenther/fragen-antworten?page=0"
"536","Anna Deparnay-Grunenberg"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/anna-deparnay-grunenberg/fragen-antworten?page=0"
"537","Nadyne Saint-Cast"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/nadyne-saint-cast/fragen-antworten?page=0"
"538","Florian Oßner"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-ossner/fragen-antworten?page=0"
"539","Clemens Rostock"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/clemens-rostock/fragen-antworten?page=0"
"540","Reinhard Brandl"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/reinhard-brandl/fragen-antworten?page=0"
"541","Patricia Lips"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/patricia-lips/fragen-antworten?page=0"
"542","Ina Latendorf"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/ina-latendorf/fragen-antworten?page=0"
"543","Bettina Hoffmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/bettina-hoffmann/fragen-antworten?page=0"
"544","Markus Rösler"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/markus-roesler/fragen-antworten?page=0"
"545","Matthias Seestern-Pauly"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-seestern-pauly/fragen-antworten?page=0"
"546","Marja-Liisa Völlers"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/marja-liisa-voellers/fragen-antworten?page=0"
"547","Karola Stange"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/karola-stange/fragen-antworten?page=0"
"548","Thilo Kleibauer"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/thilo-kleibauer/fragen-antworten?page=0"
"549","David Christopher Stoop"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/david-christopher-stoop/fragen-antworten?page=0"
"550","Susanne Mittag"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/susanne-mittag/fragen-antworten?page=0"
"551","Peter Aumer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/peter-aumer/fragen-antworten?page=0"
"552","Sylvia Lehmann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sylvia-lehmann/fragen-antworten?page=0"
"553","Anke Frieling"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/anke-frieling/fragen-antworten?page=0"
"554","Jens Peick"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-peick/fragen-antworten?page=0"
"555","Daniel Rinkert"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/daniel-rinkert/fragen-antworten?page=0"
"556","Thomas Hering"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/thomas-hering/fragen-antworten?page=0"
"557","Wiebke Papenbrock"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/wiebke-papenbrock/fragen-antworten?page=0"
"558","Tim Achtermeyer"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/tim-achtermeyer/fragen-antworten?page=0"
"559","Mareike Lotte Wulf"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mareike-lotte-wulf/fragen-antworten?page=0"
"560","Daniel Caspary"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/daniel-caspary/fragen-antworten?page=0"
"561","Anette Kramme"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/anette-kramme/fragen-antworten?page=0"
"562","Natalie Pawlik"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/natalie-pawlik/fragen-antworten?page=0"
"563","Martin Gassner-Herz"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-gassner-herz/fragen-antworten?page=0"
"564","Tobias Krull"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/tobias-krull/fragen-antworten?page=0"
"565","Katja Leikert"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/katja-leikert/fragen-antworten?page=0"
"566","Sevim Dağdelen"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/sevim-dagdelen/fragen-antworten?page=0"
"567","Klaus Holetschek"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/klaus-holetschek/fragen-antworten?page=0"
"568","Martin Diedenhofen"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-diedenhofen/fragen-antworten?page=0"
"569","Florian Oßner"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-ossner/fragen-antworten?page=0"
"570","Clemens Rostock"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/clemens-rostock/fragen-antworten?page=0"
"571","Reinhard Brandl"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/reinhard-brandl/fragen-antworten?page=0"
"572","Parsa Marvi"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/parsa-marvi/fragen-antworten?page=0"
"573","Dagmar Andres"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/dagmar-andres/fragen-antworten?page=0"
"574","Emmi Zeulner"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/emmi-zeulner/fragen-antworten?page=0"
"575","Katrin Lange"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/katrin-lange/fragen-antworten?page=0"
"576","Anne-Monika Spallek"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/anne-monika-spallek/fragen-antworten?page=0"
"577","Michelle Müntefering"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/michelle-muentefering/fragen-antworten?page=0"
"578","Mike Mohring"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/mike-mohring/fragen-antworten?page=0"
"579","Hansjörg Durz"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/hansjoerg-durz/fragen-antworten?page=0"
"580","Florian Müller"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-mueller-0/fragen-antworten?page=0"
"581","Florian Müller"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-mueller-0/fragen-antworten?page=0"
"582","Hansjörg Durz"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/hansjoerg-durz/fragen-antworten?page=0"
"583","Franziska Hoppermann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/franziska-hoppermann/fragen-antworten?page=0"
"584","Gero Hocker"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/gero-hocker/fragen-antworten?page=0"
"585","Carina Konrad"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/carina-konrad/fragen-antworten?page=0"
"586","Nadine Ruf"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/nadine-ruf/fragen-antworten?page=0"
"587","Bernhard Braun"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/bernhard-braun/fragen-antworten?page=0"
"588","Norbert Hackbusch"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/norbert-hackbusch/fragen-antworten?page=0"
"589","Milan Pein"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/milan-pein/fragen-antworten?page=0"
"590","Jörg Blöming"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/joerg-bloeming/fragen-antworten?page=0"
"591","Konrad Stockmeier"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/konrad-stockmeier/fragen-antworten?page=0"
"592","Michael Gwosdz"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/michael-gwosdz/fragen-antworten?page=0"
"593","Sabine Böddinghaus"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/sabine-boeddinghaus/fragen-antworten?page=0"
"594","Maik Außendorf"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/maik-aussendorf/fragen-antworten?page=0"
"595","Claudia Maicher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/claudia-maicher/fragen-antworten?page=0"
"596","Dunja Kreiser"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/dunja-kreiser/fragen-antworten?page=0"
"597","Sergey Lagodinsky"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/sergey-lagodinsky/fragen-antworten?page=0"
"598","Lina Seitzl"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/lina-seitzl/fragen-antworten?page=0"
"599","Schahina Gambir"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/schahina-gambir/fragen-antworten?page=0"
"600","Daniel Köbler"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/daniel-koebler/fragen-antworten?page=0"
"601","Dunja Kreiser"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/dunja-kreiser/fragen-antworten?page=0"
"602","Lina Seitzl"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/lina-seitzl/fragen-antworten?page=0"
"603","Schahina Gambir"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/schahina-gambir/fragen-antworten?page=0"
"604","Daniel Köbler"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/daniel-koebler/fragen-antworten?page=0"
"605","Ralf Witzel"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ralf-witzel/fragen-antworten?page=0"
"606","Barbara Klepsch"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/barbara-klepsch/fragen-antworten?page=0"
"607","Karl Bär"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/karl-baer/fragen-antworten?page=0"
"608","Ulrike Harzer"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrike-harzer/fragen-antworten?page=0"
"609","Alexander Salomon"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/alexander-salomon/fragen-antworten?page=0"
"610","Astrid Damerow"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/astrid-damerow/fragen-antworten?page=0"
"611","Anja Reinalter"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/anja-reinalter/fragen-antworten?page=0"
"612","Clarissa Herbst"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/clarissa-herbst/fragen-antworten?page=0"
"613","André Schulze"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/andre-schulze/fragen-antworten?page=0"
"614","Sabine Jansen"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/sabine-jansen/fragen-antworten?page=0"
"615","Hardy Lux"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/hardy-lux/fragen-antworten?page=0"
"616","Nadine Schön"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/nadine-schoen/fragen-antworten?page=0"
"617","Paul Lehrieder"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/paul-lehrieder/fragen-antworten?page=0"
"618","Doris Ahnen"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/doris-ahnen/fragen-antworten?page=0"
"619","Volker Bajus"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/volker-bajus/fragen-antworten?page=0"
"620","Simone Borchardt"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/simone-borchardt/fragen-antworten?page=0"
"621","Michael Breilmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-breilmann/fragen-antworten?page=0"
"622","Michael Kießling"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-kiessling/fragen-antworten?page=0"
"623","Julia Höller"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/julia-hoeller/fragen-antworten?page=0"
"624","Marc Henrichmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/marc-henrichmann/fragen-antworten?page=0"
"625","Laura Wahl"," Bündnis 90/Die Grünen","Thüringen","https://www.abgeordnetenwatch.de//profile/laura-wahl/fragen-antworten?page=0"
"626","Susanne Schaper"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/susanne-schaper/fragen-antworten?page=0"
"627","Susanna Kahlefeld"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/susanna-kahlefeld/fragen-antworten?page=0"
"628","Erhard Grundl"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/erhard-grundl/fragen-antworten?page=0"
"629","Rebecca Schamber"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/rebecca-schamber/fragen-antworten?page=0"
"630","Franziska Mascheck"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/franziska-mascheck/fragen-antworten?page=0"
"631","Ralf Witzel"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ralf-witzel/fragen-antworten?page=0"
"632","Karl Bär"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/karl-baer/fragen-antworten?page=0"
"633","Barbara Klepsch"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/barbara-klepsch/fragen-antworten?page=0"
"634","Ulrike Harzer"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrike-harzer/fragen-antworten?page=0"
"635","Alexander Salomon"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/alexander-salomon/fragen-antworten?page=0"
"636","Matthias Helferich"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-helferich/fragen-antworten?page=0"
"637","Petra Olschowski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-olschowski/fragen-antworten?page=0"
"638","Anne Janssen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/anne-janssen/fragen-antworten?page=0"
"639","Christin Melcher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/christin-melcher/fragen-antworten?page=0"
"640","Carolin Wagner"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carolin-wagner/fragen-antworten?page=0"
"641","Manuel Gava"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/manuel-gava/fragen-antworten?page=0"
"642","Matthias Helferich"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-helferich/fragen-antworten?page=0"
"643","Petra Olschowski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-olschowski/fragen-antworten?page=0"
"644","Anne Janssen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/anne-janssen/fragen-antworten?page=0"
"645","Christin Melcher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/christin-melcher/fragen-antworten?page=0"
"646","Carolin Wagner"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carolin-wagner/fragen-antworten?page=0"
"647","Yannick Bury"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/yannick-bury/fragen-antworten?page=0"
"648","Karolin Braunsberger-Reinhold"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/karolin-braunsberger-reinhold/fragen-antworten?page=0"
"649","Farid Müller"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/farid-mueller/fragen-antworten?page=0"
"650","Andrej Hunko"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/andrej-hunko/fragen-antworten?page=0"
"651","Cornelia Seibeld"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/cornelia-seibeld/fragen-antworten?page=0"
"652","Laura Kraft"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/laura-kraft/fragen-antworten?page=0"
"653","Anna Nguyen"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/anna-nguyen/fragen-antworten?page=0"
"654","Stefanie Seemann"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/stefanie-seemann/fragen-antworten?page=0"
"655","Jürgen Coße"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-cosse/fragen-antworten?page=0"
"656","Stephan Protschka"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/stephan-protschka/fragen-antworten?page=0"
"657","Henning Rehbaum"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/henning-rehbaum/fragen-antworten?page=0"
"658","Andreas Winhart"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-winhart/fragen-antworten?page=0"
"659","Katina Schubert"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/katina-schubert/fragen-antworten?page=0"
"660","Björn Lüttmann"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/bjoern-luettmann/fragen-antworten?page=0"
"661","Manuel Gava"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/manuel-gava/fragen-antworten?page=0"
"662","Matthias Helferich"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-helferich/fragen-antworten?page=0"
"663","Petra Olschowski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-olschowski/fragen-antworten?page=0"
"664","Anne Janssen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/anne-janssen/fragen-antworten?page=0"
"665","Christin Melcher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/christin-melcher/fragen-antworten?page=0"
"666","Carolin Wagner"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/carolin-wagner/fragen-antworten?page=0"
"667","Yannick Bury"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/yannick-bury/fragen-antworten?page=0"
"668","Karolin Braunsberger-Reinhold"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/karolin-braunsberger-reinhold/fragen-antworten?page=0"
"669","Farid Müller"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/farid-mueller/fragen-antworten?page=0"
"670","Andrej Hunko"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/andrej-hunko/fragen-antworten?page=0"
"671","Cornelia Seibeld"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/cornelia-seibeld/fragen-antworten?page=0"
"672","Laura Kraft"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/laura-kraft/fragen-antworten?page=0"
"673","Anna Nguyen"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/anna-nguyen/fragen-antworten?page=0"
"674","Stefanie Seemann"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/stefanie-seemann/fragen-antworten?page=0"
"675","Jürgen Coße"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-cosse/fragen-antworten?page=0"
"676","Stephan Protschka"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/stephan-protschka/fragen-antworten?page=0"
"677","Henning Rehbaum"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/henning-rehbaum/fragen-antworten?page=0"
"678","Andreas Winhart"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-winhart/fragen-antworten?page=0"
"679","Katina Schubert"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/katina-schubert/fragen-antworten?page=0"
"680","Björn Lüttmann"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/bjoern-luettmann/fragen-antworten?page=0"
"681","Petra Olschowski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-olschowski/fragen-antworten?page=0"
"682","Anne Janssen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/anne-janssen/fragen-antworten?page=0"
"683","Katrin Schmidberger"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/katrin-schmidberger/fragen-antworten?page=0"
"684","Arne Platzbecker"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/arne-platzbecker/fragen-antworten?page=0"
"685","Martin Reichardt"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-reichardt/fragen-antworten?page=0"
"686","Ingo Gädechens"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ingo-gaedechens/fragen-antworten?page=0"
"687","Marcus Bühl"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/marcus-buehl/fragen-antworten?page=0"
"688","Andreas Stoch"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andreas-stoch/fragen-antworten?page=0"
"689","Christian Leye"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-leye/fragen-antworten?page=0"
"690","Torsten Gahler"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/torsten-gahler/fragen-antworten?page=0"
"691","Albrecht Glaser"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/albrecht-glaser/fragen-antworten?page=0"
"692","Emily Vontz"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/emily-vontz/fragen-antworten?page=0"
"693","Marc Schemmel"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/marc-schemmel/fragen-antworten?page=0"
"694","Axel Schäfer"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/axel-schaefer/fragen-antworten?page=0"
"695","Thomas Ehrhorn"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-ehrhorn/fragen-antworten?page=0"
"696","Peter Heidt"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/peter-heidt/fragen-antworten?page=0"
"697","Ute Leidig"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/ute-leidig/fragen-antworten?page=0"
