Name;Party;Parliament;Profile
Philip Krämer; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/philip-kraemer/fragen-antworten?page=0
Annika Klose; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/annika-klose/fragen-antworten?page=0
Alois Rainer; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/alois-rainer/fragen-antworten?page=0
Dieter Janecek; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/dieter-janecek/fragen-antworten?page=0
Maria Klein-Schmeink; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/maria-klein-schmeink/fragen-antworten?page=0
Leni Breymaier; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/leni-breymaier/fragen-antworten?page=0
Bruno Hönel; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/bruno-hoenel/fragen-antworten?page=0
Georg Kippels; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/georg-kippels/fragen-antworten?page=0
Claudia Tausend; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/claudia-tausend/fragen-antworten?page=0
Lukas Benner; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/lukas-benner/fragen-antworten?page=0
Esra Limbacher; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/esra-limbacher/fragen-antworten?page=0
Niels Annen; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/niels-annen/fragen-antworten?page=0
Gesine Lötzsch; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/gesine-loetzsch/fragen-antworten?page=0
Wolfgang Kubicki; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/wolfgang-kubicki/fragen-antworten?page=0
Bernd Riexinger; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/bernd-riexinger/fragen-antworten?page=0
Manuela Rottmann; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/manuela-rottmann/fragen-antworten?page=0
Andreas Schwarz; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/andreas-schwarz/fragen-antworten?page=0
Carsten Brodesser; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/carsten-brodesser/fragen-antworten?page=0
Erik von Malottki; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/erik-von-malottki/fragen-antworten?page=0
Edgar Naujok; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/edgar-naujok/fragen-antworten?page=0
Jens Beeck; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/jens-beeck/fragen-antworten?page=0
Anja Schulz; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/anja-schulz/fragen-antworten?page=0
Bernd Reuther; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/bernd-reuther/fragen-antworten?page=0
Nicole Westig; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/nicole-westig/fragen-antworten?page=0
Gülistan Yüksel; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/guelistan-yueksel/fragen-antworten?page=0
Sandra Bubendorfer-Licht; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/sandra-bubendorfer-licht/fragen-antworten?page=0
Anikó Glogowski-Merten; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/aniko-glogowski-merten/fragen-antworten?page=0
Jürgen Hardt; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-hardt/fragen-antworten?page=0
Carsten Brodesser; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/carsten-brodesser/fragen-antworten?page=0
Andreas Larem; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/andreas-larem/fragen-antworten?page=0
Jens Zimmermann; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/jens-zimmermann/fragen-antworten?page=0
Mario Czaja; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/mario-czaja/fragen-antworten?page=0
Daniel Föst; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/daniel-foest/fragen-antworten?page=0
Nadja Sthamer; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/nadja-sthamer/fragen-antworten?page=0
Anke Hennig; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/anke-hennig/fragen-antworten?page=0
Matthias W. Birkwald; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/matthias-w-birkwald/fragen-antworten?page=0
Sabine Grützmacher; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/sabine-gruetzmacher/fragen-antworten?page=0
Olav Gutting; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/olav-gutting/fragen-antworten?page=0
Jürgen Lenders; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-lenders/fragen-antworten?page=0
Sascha Müller; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/sascha-mueller-0/fragen-antworten?page=0
Bernhard Daldrup; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/bernhard-daldrup/fragen-antworten?page=0
Gabriela Heinrich; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/gabriela-heinrich/fragen-antworten?page=0
Matthias Hauer; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/matthias-hauer/fragen-antworten?page=0
Daniela Kluckert; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/daniela-kluckert/fragen-antworten?page=0
Markus Hümpfer; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-huempfer/fragen-antworten?page=0
Achim Post; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/achim-post/fragen-antworten?page=0
Michael Thews; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/michael-thews/fragen-antworten?page=0
Ivo Teichmann; Bündnis Deutschland;Sachsen;https://www.abgeordnetenwatch.de//profile/ivo-teichmann/fragen-antworten?page=0
Dirk Kienscherf; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/dirk-kienscherf/fragen-antworten?page=0
Jens Brandenburg; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/jens-brandenburg/fragen-antworten?page=0
Wiebke Esdar; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/wiebke-esdar/fragen-antworten?page=0
Heike Sudmann; DIE LINKE;Hamburg;https://www.abgeordnetenwatch.de//profile/heike-sudmann/fragen-antworten?page=0
Dominik Lorenzen; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/dominik-lorenzen/fragen-antworten?page=0
Dominik Lorenzen; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/dominik-lorenzen/fragen-antworten?page=0
Thekla Walker; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/thekla-walker/fragen-antworten?page=0
Christina Baum; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/christina-baum/fragen-antworten?page=0
Frank Schwabe; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/frank-schwabe/fragen-antworten?page=0
Beate Müller-Gemmeke; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/beate-mueller-gemmeke/fragen-antworten?page=0
Petra Sitte; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/petra-sitte/fragen-antworten?page=0
Alexander Müller; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/alexander-mueller/fragen-antworten?page=0
Tina Fischer; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/tina-fischer/fragen-antworten?page=0
Lennard Oehl; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/lennard-oehl/fragen-antworten?page=0
Mareike Engels; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/mareike-engels/fragen-antworten?page=0
Stephan Mayer; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/stephan-mayer/fragen-antworten?page=0
Marie Schäffer; Bündnis 90/Die Grünen;Brandenburg;https://www.abgeordnetenwatch.de//profile/marie-schaeffer/fragen-antworten?page=0
Dirk Panter; SPD;Sachsen;https://www.abgeordnetenwatch.de//profile/dirk-panter/fragen-antworten?page=0
Artur Auernhammer; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/artur-auernhammer/fragen-antworten?page=0
Christian Jung; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/christian-jung/fragen-antworten?page=0
Sarah Ryglewski; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/sarah-ryglewski/fragen-antworten?page=0
Nicolas Zippelius; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/nicolas-zippelius/fragen-antworten?page=0
Torsten Herbst; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/torsten-herbst/fragen-antworten?page=0
Martina Renner; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/martina-renner/fragen-antworten?page=0
Dirk Panter; SPD;Sachsen;https://www.abgeordnetenwatch.de//profile/dirk-panter/fragen-antworten?page=0
Artur Auernhammer; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/artur-auernhammer/fragen-antworten?page=0
Sarah Ryglewski; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/sarah-ryglewski/fragen-antworten?page=0
Nicolas Zippelius; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/nicolas-zippelius/fragen-antworten?page=0
Torsten Herbst; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/torsten-herbst/fragen-antworten?page=0
Martina Renner; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/martina-renner/fragen-antworten?page=0
Anna Christmann; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/anna-christmann/fragen-antworten?page=0
Holger Becker; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/holger-becker/fragen-antworten?page=0
Holger Mann; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/holger-mann/fragen-antworten?page=0
Stefan Schwartze; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/stefan-schwartze/fragen-antworten?page=0
Philipp Hartewig; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/philipp-hartewig/fragen-antworten?page=0
Sabine Poschmann; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/sabine-poschmann/fragen-antworten?page=0
Klaus-Peter Willsch; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/klaus-peter-willsch/fragen-antworten?page=0
André Hahn; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/andre-hahn/fragen-antworten?page=0
Annette Widmann-Mauz; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/annette-widmann-mauz/fragen-antworten?page=0
Josephine Ortleb; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/josephine-ortleb/fragen-antworten?page=0
Deborah Düring; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/deborah-duering/fragen-antworten?page=0
Melis Sekmen; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/melis-sekmen/fragen-antworten?page=0
Frank Schmitt; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/frank-schmitt/fragen-antworten?page=0
Rüdiger Lucassen; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/ruediger-lucassen/fragen-antworten?page=0
Holger Becker; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/holger-becker/fragen-antworten?page=0
Holger Mann; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/holger-mann/fragen-antworten?page=0
Stefan Schwartze; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/stefan-schwartze/fragen-antworten?page=0
Sabine Poschmann; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/sabine-poschmann/fragen-antworten?page=0
Philipp Hartewig; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/philipp-hartewig/fragen-antworten?page=0
Klaus-Peter Willsch; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/klaus-peter-willsch/fragen-antworten?page=0
André Hahn; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/andre-hahn/fragen-antworten?page=0
Annette Widmann-Mauz; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/annette-widmann-mauz/fragen-antworten?page=0
Derya Türk-Nachbaur; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/derya-tuerk-nachbaur/fragen-antworten?page=0
Juliane Nagel; DIE LINKE;Sachsen;https://www.abgeordnetenwatch.de//profile/juliane-nagel/fragen-antworten?page=0
Manuel Hagel; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/manuel-hagel/fragen-antworten?page=0
Birgit Stöver; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/birgit-stoever/fragen-antworten?page=0
Frank Junge; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/frank-junge/fragen-antworten?page=0
Antje Kapek; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/antje-kapek/fragen-antworten?page=0
Mathias Stein; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/mathias-stein/fragen-antworten?page=0
Katrin Uhlig; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/katrin-uhlig/fragen-antworten?page=0
Tilman Kuban; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/tilman-kuban/fragen-antworten?page=0
Joachim Herrmann; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/joachim-herrmann/fragen-antworten?page=0
Ann-Veruschka Jurisch; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/ann-veruschka-jurisch/fragen-antworten?page=0
Thomas Hitschler; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-hitschler/fragen-antworten?page=0
Gabriele Dobusch; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/gabriele-dobusch/fragen-antworten?page=0
Jens Teutrine; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/jens-teutrine/fragen-antworten?page=0
Benjamin Raschke; Bündnis 90/Die Grünen;Brandenburg;https://www.abgeordnetenwatch.de//profile/benjamin-raschke/fragen-antworten?page=0
Michael Link; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/michael-link/fragen-antworten?page=0
Kay Gottschalk; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/kay-gottschalk/fragen-antworten?page=0
Ruppert Stüwe; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/ruppert-stuewe/fragen-antworten?page=0
Alexander Ulrich; BSW;Bundestag;https://www.abgeordnetenwatch.de//profile/alexander-ulrich/fragen-antworten?page=0
Thomas Dietz; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-dietz/fragen-antworten?page=0
Christian Petry; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/christian-petry/fragen-antworten?page=0
Benjamin Strasser; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/benjamin-strasser/fragen-antworten?page=0
Ulrike Schielke-Ziesing; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/ulrike-schielke-ziesing/fragen-antworten?page=0
Sandro Kappe; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/sandro-kappe/fragen-antworten?page=0
Ottilie Klein; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/ottilie-klein/fragen-antworten?page=0
Jessica Tatti; BSW;Bundestag;https://www.abgeordnetenwatch.de//profile/jessica-tatti/fragen-antworten?page=0
Alexander Throm; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/alexander-throm/fragen-antworten?page=0
Florian Hahn; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/florian-hahn/fragen-antworten?page=0
Sandro Kappe; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/sandro-kappe/fragen-antworten?page=0
Ottilie Klein; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/ottilie-klein/fragen-antworten?page=0
Johannes Huber; parteilos;Bundestag;https://www.abgeordnetenwatch.de//profile/johannes-huber/fragen-antworten?page=0
Ulrike Sparr; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/ulrike-sparr/fragen-antworten?page=0
Angelika Glöckner; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/angelika-gloeckner/fragen-antworten?page=0
Frank Ullrich; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/frank-ullrich/fragen-antworten?page=0
Steffen Kotré; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/steffen-kotre/fragen-antworten?page=0
Leon Eckert; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/leon-eckert/fragen-antworten?page=0
Sandra Detzer; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/sandra-detzer/fragen-antworten?page=0
Ekin Deligöz; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/ekin-deligoez/fragen-antworten?page=0
Jonas Hoffmann; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/jonas-hoffmann/fragen-antworten?page=0
Uwe Schulz; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/uwe-schulz-0/fragen-antworten?page=0
Stephan Stracke; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/stephan-stracke/fragen-antworten?page=0
Mariana Harder-Kühnel; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/mariana-harder-kuehnel/fragen-antworten?page=0
Oliver Grundmann; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/oliver-grundmann/fragen-antworten?page=0
Monika Grütters; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/monika-gruetters/fragen-antworten?page=0
Nicole Gohlke; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/nicole-gohlke/fragen-antworten?page=0
Sandra Weeser; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/sandra-weeser/fragen-antworten?page=0
Steffen Bilger; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/steffen-bilger/fragen-antworten?page=0
Corinna Rüffer; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/corinna-rueffer/fragen-antworten?page=0
Knut Abraham; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/knut-abraham/fragen-antworten?page=0
Anja Weisgerber; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/anja-weisgerber/fragen-antworten?page=0
Caren Lay; DIE LINKE;Bundestag;https://www.abgeordnetenwatch.de//profile/caren-lay/fragen-antworten?page=0
Christian Hartmann; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/christian-hartmann/fragen-antworten?page=0
Mathias Volkmar Zschocke; Bündnis 90/Die Grünen;Sachsen;https://www.abgeordnetenwatch.de//profile/mathias-volkmar-zschocke/fragen-antworten?page=0
Fritz Güntzler; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/fritz-guentzler/fragen-antworten?page=0
Marcus Faber; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/marcus-faber/fragen-antworten?page=0
Johannes Wagner; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/johannes-wagner/fragen-antworten?page=0
Pascal Kober; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/pascal-kober/fragen-antworten?page=0
Sahra Damus; Bündnis 90/Die Grünen;Brandenburg;https://www.abgeordnetenwatch.de//profile/sahra-damus/fragen-antworten?page=0
Gunther Krichbaum; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/gunther-krichbaum/fragen-antworten?page=0
Susanne Menge; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/susanne-menge/fragen-antworten?page=0
Thomas Lutze; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-lutze/fragen-antworten?page=0
Hans-Jürgen Thies; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/hans-juergen-thies/fragen-antworten?page=0
Karoline Otte; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/karoline-otte/fragen-antworten?page=0
Bettina Lugk; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/bettina-lugk/fragen-antworten?page=0
Bettina Lugk; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/bettina-lugk/fragen-antworten?page=0
